scenario,algorithm,weight_variant,run_id,seed,n_sensors,P_TX_max,w_E,w_R,best_fitness,n_evaluations,is_valid,validation_reason,E_total,min_link_margin,network_lifetime,los_count,nlos_count,los_ratio,elapsed_time
S2,PSO,balanced,1,1,15,3,0.5,0.5,7.500052122262637e-05,5000,True,OK,0.00015000104244525275,38.97986824258753,99995,9,6,0.6,1.398643970489502
S2,PSO,balanced,2,2,15,3,0.5,0.5,6000978.282850474,5000,False,Sensor 7 (Heart_Rate) poza strefą 'chest',0.00015000107361100775,33.71090274384862,99995,6,9,0.4,1.4256491661071777
S2,PSO,balanced,3,3,15,3,0.5,0.5,1000150.6902516199,5000,False,Sensor 15 (Gyroscope) poza strefą 'waist',0.00015000122820736574,39.65512923607208,99995,4,11,0.26666666666666666,1.4253342151641846
S2,PSO,balanced,4,4,15,3,0.5,0.5,3000605.317323558,5000,False,Sensor 5 (Temperature) poza strefą 'chest',0.0001500014266782226,44.496550764999455,99996,8,7,0.5333333333333333,1.3773770332336426
S2,PSO,balanced,5,5,15,3,0.5,0.5,6001101.881348716,5000,False,Sensor 2 (EEG) poza strefą 'head',0.0001500012526681357,49.73902763647415,99995,0,15,0.0,1.245934009552002
S2,PSO,balanced,6,6,15,3,0.5,0.5,5000751.658306036,5000,False,Sensor 3 (SpO2) poza strefą 'left_shoulder',0.00015000110970099392,38.74258035278696,99996,8,7,0.5333333333333333,1.256300926208496
S2,PSO,balanced,7,7,15,3,0.5,0.5,1000452.684297084,5000,False,Sensor 2 (EEG) poza strefą 'head',0.00015000093227981526,36.29944664930941,99996,3,12,0.2,1.275529146194458
S2,PSO,balanced,8,8,15,3,0.5,0.5,7.500060188242348e-05,5000,True,OK,0.00015000120376484696,43.7874191026853,99995,7,8,0.4666666666666667,1.2624597549438477
S2,PSO,balanced,9,9,15,3,0.5,0.5,3000578.688044131,5000,False,Sensor 4 (SpO2) poza strefą 'right_wrist',0.00015000073803879014,37.223397559809285,99995,8,7,0.5333333333333333,1.1908469200134277
S2,PSO,balanced,10,10,15,3,0.5,0.5,2000379.0168282734,5000,False,Sensor 6 (Temperature) poza strefą 'left_wrist',0.00015000164514581327,47.7498155865678,99995,8,7,0.5333333333333333,1.2094271183013916
S2,PSO,balanced,11,11,15,3,0.5,0.5,5000921.379009835,5000,False,Sensor 3 (SpO2) poza strefą 'left_shoulder',0.00015000142011766557,47.754365224756306,99995,5,10,0.3333333333333333,1.2244431972503662
S2,PSO,balanced,12,12,15,3,0.5,0.5,4001072.764709796,5000,False,Sensor 2 (EEG) poza strefą 'head',0.00015000103174024517,40.80743086344211,99996,5,10,0.3333333333333333,1.2251501083374023
S2,PSO,balanced,13,13,15,3,0.5,0.5,5003533.173369068,5000,False,Sensor 4 (SpO2) poza strefą 'right_wrist',0.00015000133876653474,35.80079556128997,99995,8,7,0.5333333333333333,1.1974830627441406
S2,PSO,balanced,14,14,15,3,0.5,0.5,3000748.595887142,5000,False,Sensor 2 (EEG) poza strefą 'head',0.00015000143387825182,44.79567708007055,99995,9,6,0.6,1.2242741584777832
S2,PSO,balanced,15,15,15,3,0.5,0.5,5001424.565557011,5000,False,Sensor 2 (EEG) poza strefą 'head',0.00015000155984620922,33.90878664058451,99995,3,12,0.2,1.2523589134216309
S2,PSO,balanced,16,16,15,3,0.5,0.5,2000531.53883762,5000,False,Sensor 6 (Temperature) poza strefą 'left_wrist',0.00015000106559466287,36.61538144284845,99995,7,8,0.4666666666666667,1.267052173614502
S2,PSO,balanced,17,17,15,3,0.5,0.5,2000273.8917654813,5000,False,Sensor 11 (Accelerometer) poza strefą 'left_thigh',0.00015000144525589916,42.51088878094214,99995,8,7,0.5333333333333333,1.3124990463256836
S2,PSO,balanced,18,18,15,3,0.5,0.5,2000619.119211631,5000,False,Sensor 12 (Accelerometer) poza strefą 'right_thigh',0.0001500015398021162,49.935289797394624,99995,5,10,0.3333333333333333,1.32206392288208
S2,PSO,balanced,19,19,15,3,0.5,0.5,2000136.1061696457,5000,False,Sensor 10 (Accelerometer) poza strefą 'right_shoulder',0.00015000163474497428,39.22823012529745,99995,11,4,0.7333333333333333,1.3393023014068604
S2,PSO,balanced,20,20,15,3,0.5,0.5,4000501.0653069443,5000,False,Sensor 2 (EEG) poza strefą 'head',0.0001500011826507033,35.7252432649285,99995,7,8,0.4666666666666667,1.3176617622375488
S2,PSO,balanced,21,21,15,3,0.5,0.5,4000944.1346300407,5000,False,Sensor 5 (Temperature) poza strefą 'chest',0.0001500011095842102,37.25041816714431,99995,8,7,0.5333333333333333,1.1910440921783447
S2,PSO,balanced,22,22,15,3,0.5,0.5,2000541.221733536,5000,False,Sensor 6 (Temperature) poza strefą 'left_wrist',0.00015000123752534022,40.1886433620003,99995,9,6,0.6,1.2408502101898193
S2,PSO,balanced,23,23,15,3,0.5,0.5,2000507.080565773,5000,False,Sensor 3 (SpO2) poza strefą 'left_shoulder',0.00015000136411882632,42.21256978123236,99995,9,6,0.6,1.2600011825561523
S2,PSO,balanced,24,24,15,3,0.5,0.5,3000206.9316647276,5000,False,Sensor 7 (Heart_Rate) poza strefą 'chest',0.0001500012490442435,51.33581539870493,99996,0,15,0.0,1.2698702812194824
S2,PSO,balanced,25,25,15,3,0.5,0.5,4000769.456846232,5000,False,Sensor 6 (Temperature) poza strefą 'left_wrist',0.0001500010923863181,35.830121283056755,99995,9,6,0.6,1.218540906906128
S2,PSO,balanced,26,26,15,3,0.5,0.5,1000245.9862967281,5000,False,Sensor 2 (EEG) poza strefą 'head',0.00015000089107986052,36.07884134943991,99995,9,6,0.6,1.211393117904663
S2,PSO,balanced,27,27,15,3,0.5,0.5,5000825.284482874,5000,False,Sensor 4 (SpO2) poza strefą 'right_wrist',0.0001500012721145006,47.10393594962709,99995,9,6,0.6,1.2366878986358643
S2,PSO,balanced,28,28,15,3,0.5,0.5,2000307.900969618,5000,False,Sensor 6 (Temperature) poza strefą 'left_wrist',0.00015000093225822237,45.277343506945776,99996,9,6,0.6,1.2314040660858154
S2,PSO,balanced,29,29,15,3,0.5,0.5,5000920.712633084,5000,False,Sensor 1 (ECG) poza strefą 'chest',0.00015000092505032493,40.69046470566235,99995,8,7,0.5333333333333333,1.1903769969940186
S2,PSO,balanced,30,30,15,3,0.5,0.5,2001061.681201685,5000,False,Sensor 2 (EEG) poza strefą 'head',0.00015000113381180322,36.55054073982292,99995,6,9,0.4,1.2080998420715332
S2,PSO,balanced,31,31,15,3,0.5,0.5,7.500042544679618e-05,5000,True,OK,0.00015000085089359236,37.28793227573904,99995,8,7,0.5333333333333333,1.2688140869140625
S2,PSO,balanced,32,32,15,3,0.5,0.5,2000123.3264014944,5000,False,Sensor 2 (EEG) poza strefą 'head',0.00015000123650793035,43.64133714220983,99995,9,6,0.6,1.2270197868347168
S2,PSO,balanced,33,33,15,3,0.5,0.5,3000267.6137510967,5000,False,Sensor 3 (SpO2) poza strefą 'left_shoulder',0.00015000056913261914,35.60094411345669,99996,10,5,0.6666666666666666,1.1944990158081055
S2,PSO,balanced,34,34,15,3,0.5,0.5,4000657.296194519,5000,False,Sensor 4 (SpO2) poza strefą 'right_wrist',0.000150001087989853,36.92735915361628,99996,6,9,0.4,1.216691017150879
S2,PSO,balanced,35,35,15,3,0.5,0.5,3001035.044774227,5000,False,Sensor 6 (Temperature) poza strefą 'left_wrist',0.0001500011040432674,48.735949431109624,99995,6,9,0.4,1.2354586124420166
S2,PSO,balanced,36,36,15,3,0.5,0.5,4000494.664021005,5000,False,Sensor 1 (ECG) poza strefą 'chest',0.00015000070417369883,40.78676318695569,99996,5,10,0.3333333333333333,1.2337279319763184
S2,PSO,balanced,37,37,15,3,0.5,0.5,4000272.880885794,5000,False,Sensor 5 (Temperature) poza strefą 'chest',0.00015000090260465336,38.07438017596555,99995,8,7,0.5333333333333333,1.196580171585083
S2,PSO,balanced,38,38,15,3,0.5,0.5,3000590.3794541266,5000,False,Sensor 4 (SpO2) poza strefą 'right_wrist',0.00015000130331052115,47.60377858065,99995,0,15,0.0,1.2119228839874268
S2,PSO,balanced,39,39,15,3,0.5,0.5,3000392.651315151,5000,False,Sensor 4 (SpO2) poza strefą 'right_wrist',0.00015000115633841905,41.899568746365425,99995,4,11,0.26666666666666666,1.2259583473205566
S2,PSO,balanced,40,40,15,3,0.5,0.5,7001804.180769648,5000,False,Sensor 3 (SpO2) poza strefą 'left_shoulder',0.0001500011832937947,38.41868690246791,99995,11,4,0.7333333333333333,1.229814052581787
S2,PSO,balanced,41,41,15,3,0.5,0.5,3001139.6376175694,5000,False,Sensor 3 (SpO2) poza strefą 'left_shoulder',0.00015000105005136502,43.66181217043067,99995,9,6,0.6,1.191864013671875
S2,PSO,balanced,42,42,15,3,0.5,0.5,4000904.26854682,5000,False,Sensor 2 (EEG) poza strefą 'head',0.00015000089888174913,44.51496801616459,99995,8,7,0.5333333333333333,1.2086260318756104
S2,PSO,balanced,43,43,15,3,0.5,0.5,2000222.941619319,5000,False,Sensor 1 (ECG) poza strefą 'chest',0.00015000116699040566,41.27679529302499,99995,10,5,0.6666666666666666,1.2295410633087158
S2,PSO,balanced,44,44,15,3,0.5,0.5,4000372.2651052503,5000,False,Sensor 4 (SpO2) poza strefą 'right_wrist',0.0001500009943775853,37.72031950238558,99995,8,7,0.5333333333333333,1.2283010482788086
S2,PSO,balanced,45,45,15,3,0.5,0.5,3000763.274347285,5000,False,Sensor 6 (Temperature) poza strefą 'left_wrist',0.00015000133097019564,43.35131441606044,99995,9,6,0.6,1.188405990600586
S2,PSO,balanced,46,46,15,3,0.5,0.5,4000469.1943799653,5000,False,Sensor 8 (Accelerometer) poza strefą 'waist',0.00015000147969396527,46.58601696324169,99995,4,11,0.26666666666666666,1.213700771331787
S2,PSO,balanced,47,47,15,3,0.5,0.5,5001461.835431669,5000,False,Sensor 2 (EEG) poza strefą 'head',0.0001500012964195872,41.20177914412044,99995,9,6,0.6,1.2247469425201416
S2,PSO,balanced,48,48,15,3,0.5,0.5,3000825.930828126,5000,False,Sensor 3 (SpO2) poza strefą 'left_shoulder',0.00015000123575859372,33.58444452826885,99995,4,11,0.26666666666666666,1.2210638523101807
S2,PSO,balanced,49,49,15,3,0.5,0.5,2000287.8878055718,5000,False,Sensor 7 (Heart_Rate) poza strefą 'chest',0.0001500006843886759,37.47232223299862,99997,8,7,0.5333333333333333,1.1606311798095703
S2,PSO,balanced,50,50,15,3,0.5,0.5,2000452.944838803,5000,False,Sensor 10 (Accelerometer) poza strefą 'right_shoulder',0.00015000136491687238,36.94061134022837,99995,2,13,0.13333333333333333,1.1672589778900146
